wavenumber,neuron-1 sub,neuron-2 sub,neuron-3 sub,neuron-4 sub,neuron-5 sub,neuron-6 sub
1418,1204.2,1461.6,1358.9,1203.7,1149,1079.3
1419,1225.5,1455.5,1318.1,1136.2,1141.3,1073.1
1420,1246.9,1449.4,1277.4,1068.8,1133.7,1067
1421,1233,1428.9,1282.1,1098.3,1079.7,1041.8
1422,1206.8,1403.2,1302.9,1161.8,1009.5,1009.9
1423,1180.5,1377.5,1323.6,1225.3,939.24,977.99
1424,1162.6,1362.3,1337.4,1259.9,912.62,955.91
1425,1167,1375.1,1332.5,1215.9,1004,960.41
1426,1171.3,1388,1327.5,1172,1095.3,964.91
1427,1175.7,1400.8,1322.5,1128.1,1186.6,969.4
1428,1219.4,1419.6,1340.7,1152.7,1201.5,985.33
1429,1272.2,1439.8,1364.4,1193.4,1198.5,1003.9
1430,1325,1460,1388,1234.1,1195.5,1022.5
1431,1385.5,1507.6,1417.3,1298.4,1222.4,1062.6
1432,1461.1,1608.2,1457.5,1408.4,1307.3,1144.4
1433,1536.7,1708.9,1497.7,1518.4,1392.1,1226.1
1434,1612.3,1809.5,1537.8,1628.4,1477,1307.9
1435,1646.9,1852.5,1599.5,1885.8,1546.3,1376.8
1436,1675.9,1887.7,1664.1,2163.2,1613.5,1443.9
1437,1704.9,1922.9,1728.7,2440.6,1680.7,1511.1
1438,1730,1956.7,1794.3,2572.6,1707.5,1546.7
1439,1750,1988.7,1861.2,2511.9,1680.6,1540.6
1440,1769.9,2020.8,1928.1,2451.3,1653.7,1534.5
1441,1789.9,2052.8,1995,2390.6,1626.8,1528.5
1442,1800.9,2062.9,2046.4,2207.9,1731.3,1548.9
1443,1811.6,2072.6,2097.5,2022.7,1838.6,1569.8
1444,1822.4,2082.3,2148.7,1837.5,1945.8,1590.7
1445,1859.9,2094.2,2148.8,1744.9,2005,1599
1446,1921.1,2108.1,2103.6,1734.3,2021.5,1595.9
1447,1982.2,2122,2058.5,1723.7,2038.1,1592.9
1448,2038.8,2131.3,2018.3,1715.7,2051.3,1593.3
1449,2049.3,2094.2,2027.7,1732.6,2030.9,1627.9
1450,2059.9,2057.1,2037.1,1749.6,2010.6,1662.4
1451,2070.5,2020.1,2046.6,1766.6,1990.2,1697
1452,2018.2,2016.9,2020.3,1742.9,1979.9,1653.9
1453,1930.7,2032.7,1974,1696.4,1975.3,1567.1
1454,1843.2,2048.5,1927.7,1649.9,1970.7,1480.2
1455,1766.3,2035.7,1865.2,1611.9,1940.8,1408.9
1456,1729.6,1914.8,1741.8,1605.6,1815.6,1396
1457,1692.9,1794,1618.4,1599.3,1690.4,1383.1
1458,1656.1,1673.2,1495,1593,1565.2,1370.1
1459,1603.8,1606.7,1429.1,1561.3,1517.6,1303
1460,1546.7,1556.5,1380.3,1522,1493.3,1219.6
1461,1489.7,1506.3,1331.6,1482.7,1468.9,1136.2
1462,1431.5,1453.6,1289.2,1451.3,1424.1,1082.8
1463,1371.3,1396.5,1258.6,1434.8,1341.4,1085.1
1464,1311,1339.3,1228.1,1418.3,1258.6,1087.4
1465,1250.7,1282.1,1197.5,1401.7,1175.9,1089.7
1466,1172.1,1107,1083.6,1245.7,1068.7,973.62
1467,1091.9,921.55,962.51,1077.5,959.48,847.28
1468,1011.7,736.13,841.37,909.37,850.23,720.95
1469,944.58,653.59,756.19,803.9,751.07,644.62
1470,890.56,673.93,706.96,761.12,662.02,618.32
1471,836.55,694.27,657.72,718.34,572.97,592.01
1472,781.97,704.15,608.59,671.19,486.53,562.67
1473,720.86,593.82,560.61,573.77,430.1,498.45
1474,659.76,483.49,512.64,476.36,373.66,434.24
1475,598.65,373.16,464.66,378.94,317.23,370.02
1476,526.26,367.64,398.44,335.57,245.58,318.55
1477,448.31,413.74,323.23,318.81,166.42,273.35
1478,370.35,459.84,248.02,302.05,87.271,228.16
1479,309.44,476.39,182.82,288.32,26.182,192.51
1480,297,408.8,146.09,283.18,16.509,184.07
1481,284.56,341.21,109.36,278.04,6.8354,175.62
1482,272.13,273.62,72.634,272.9,-2.838,167.17
1483,203.54,186.94,69.447,224.43,11.526,143.73
1484,125.04,96.879,72.179,168.33,30.133,117.65
1485,46.538,6.8222,74.911,112.22,48.739,91.57
1486,2.5898,-21.041,76.237,81.217,66.656,78.076
1487,0.87109,27.11,75.844,80.902,83.73,79.968
1488,-0.84766,75.261,75.451,80.587,100.8,81.861
1489,-1.8102,122.13,79.226,81.299,116.67,82.948
1490,11.595,144.57,162.18,101.53,109.5,68.753
1491,25.001,167.02,245.13,121.77,102.33,54.557
1492,38.407,189.47,328.09,142.01,95.169,40.362
1493,80.494,199.5,390.55,142.32,79.83,58.683
1494,137.36,203.13,442.44,132.36,60.282,93.756
1495,194.22,206.76,494.34,122.4,40.733,128.83
1496,243.05,217.1,515.2,119.95,26.204,153.92
1497,270.17,245.59,452.13,137.79,25.245,152.02
1498,297.29,274.08,389.07,155.63,24.285,150.12
1499,324.41,302.57,326,173.48,23.326,148.22
1500,334.96,329.15,344.38,208.03,88.393,181.51
1501,343.25,355.48,373.87,244.87,162.46,219.58
1502,351.54,381.8,403.35,281.71,236.53,257.66
1503,352.05,431.75,452.15,341.63,305.4,277.45
1504,344.79,505.33,520.26,424.64,369.07,278.94
1505,337.53,578.91,588.37,507.64,432.74,280.44
1506,336.07,645.49,648.11,581.99,487.22,282.38
1507,377.1,660.71,646.53,592.85,474.34,287.58
1508,418.14,675.93,644.95,603.71,461.46,292.79
1509,459.18,691.16,643.36,614.57,448.57,298
1510,494.82,695.12,700.64,656.47,438.94,340.6
1511,528.56,695.13,778.6,709.27,430.45,396.34
1512,562.3,695.14,856.56,762.07,421.96,452.08
1513,596.68,709.4,932.12,785.57,444.59,481.42
1514,632.15,747.91,1003.6,759.15,520.21,465.81
1515,667.62,786.42,1075.1,732.74,595.83,450.2
1516,703.1,824.93,1146.6,706.32,671.45,434.59
1517,712.54,862.57,1144.1,717.08,629.5,455.7
1518,721.99,900.21,1141.6,727.83,587.56,476.81
1519,731.44,937.86,1139.1,738.58,545.62,497.93
1520,800.72,972.99,1188.4,760.15,567.39,524.37
1521,903.67,1006.7,1266.8,787.8,624.99,553.8
1522,1006.6,1040.5,1345.2,815.44,682.6,583.24
1523,1073.1,1066.9,1403.6,847.07,726.62,612.86
1524,1045.9,1074.8,1410.5,888.92,735.71,642.96
1525,1018.6,1082.7,1417.3,930.77,744.81,673.06
1526,991.34,1090.6,1424.2,972.61,753.9,703.15
1527,1028.3,1136.2,1447,972.46,801.45,689.02
1528,1070.9,1185,1471.3,968.65,852.35,671.04
1529,1113.5,1233.9,1495.5,964.85,903.24,653.06
1530,1122,1276.1,1527.5,961.82,930.72,668.31
1531,1104.8,1313.2,1565.4,959.37,940.53,708.62
1532,1087.6,1350.3,1603.2,956.93,950.34,748.92
1533,1072.9,1386.7,1623.5,957.59,955.27,775.42
1534,1067.3,1420.9,1581.3,969.24,942.91,752.97
1535,1061.7,1455,1539.2,980.9,930.56,730.51
1536,1056.1,1489.1,1497,992.56,918.2,708.05
1537,1068.5,1447.3,1547.1,1018.8,946.62,736.04
1538,1083.6,1394.1,1610.9,1047.2,981.13,771.56
1539,1098.6,1340.8,1674.7,1075.5,1015.6,807.09
1540,1136.7,1361.9,1702.7,1095.7,1009.3,830.47
1541,1195.3,1448.8,1699,1108.6,966.7,843.1
1542,1253.8,1535.8,1695.2,1121.6,924.12,855.73
1543,1299.7,1599.2,1697.4,1129.4,910.09,867.22
1544,1291.8,1562.3,1724.9,1115.4,1017.8,873.91
1545,1283.8,1525.4,1752.4,1101.5,1125.4,880.59
1546,1275.8,1488.4,1779.9,1087.6,1233.1,887.27
1547,1305.1,1505.9,1829.3,1061.3,1241.5,893.59
1548,1340.4,1532.3,1882.2,1033.1,1233.6,899.85
1549,1375.7,1558.7,1935.2,1004.9,1225.8,906.11
1550,1368,1551.1,1936.4,1001.3,1195,911.2
1551,1322.2,1513.3,1891.7,1019.6,1143.7,915.25
1552,1276.5,1475.6,1847.1,1037.8,1092.5,919.31
1553,1241.9,1443.6,1799.6,1039.5,1053.6,913.02
1554,1249.3,1433.4,1741.9,978.84,1061.3,867.83
1555,1256.8,1423.2,1684.1,918.15,1069,822.64
1556,1264.2,1413,1626.3,857.45,1076.7,777.46
1557,1224.1,1362.7,1606.2,805.67,1078.6,775.03
1558,1177.4,1307.1,1591.4,755.12,1079.8,778.44
1559,1130.7,1251.4,1576.5,704.56,1080.9,781.85
1560,1096.6,1203.8,1560.6,678.91,1073.9,781.75
1561,1072.5,1162.6,1543.9,672.82,1060.5,778.89
1562,1048.3,1121.3,1527.1,666.73,1047.1,776.03
1563,1033.7,1092.4,1502.3,663.96,1023,762.23
1564,1047.7,1100.6,1453.3,671.15,967.03,715.64
1565,1061.7,1108.8,1404.2,678.34,911.03,669.04
1566,1075.7,1116.9,1355.2,685.53,855.04,622.45
1567,1032.4,1118.2,1302.7,653.89,833.46,629.75
1568,985.42,1119,1249.9,619.78,814.07,640.5
1569,938.46,1119.9,1197.1,585.66,794.69,651.24
1570,909.41,1109.7,1184.9,546.11,784.96,619.15
1571,890.89,1093,1196.6,503.37,780.9,561.89
1572,872.36,1076.4,1208.3,460.62,776.85,504.63
1573,863.52,1064.6,1208.1,420.47,770.31,462.81
1574,875.26,1063,1182.5,385.84,758.51,453.79
1575,886.99,1061.5,1156.8,351.21,746.71,444.77
1576,898.03,1059.8,1131.4,316.96,734.6,436.03
1577,886.5,1055.2,1112.4,294.98,712.23,436.41
1578,874.98,1050.5,1093.3,273,689.87,436.78
1579,863.46,1045.9,1074.3,251.02,667.51,437.16
1580,889.64,1019.8,1077.4,236.26,672.74,448.42
1581,929.76,985.84,1088.7,224.18,688.17,463.71
1582,969.88,951.86,1100,212.1,703.6,479.01
1583,981.84,938.39,1125.5,205.12,713.41,476.49
1584,957.95,951.03,1169,204.62,716.05,451.3
1585,934.07,963.68,1212.6,204.12,718.69,426.11
1586,911.13,972.04,1242.7,197.59,716.58,401.47
1587,893.55,956.1,1197,156.9,687.51,379.95
1588,875.98,940.17,1151.3,116.2,658.44,358.43
1589,858.41,924.23,1105.5,75.508,629.37,336.91
1590,889.17,892.4,1079.2,52.749,626.41,341.97
1591,927.79,857.97,1056,32.911,627.69,351.35
1592,966.42,823.54,1032.8,13.072,628.98,360.74
1593,971.38,852.14,1027.8,32.073,665.41,374.26
1594,951.95,926.38,1036,79.198,727.29,390.77
1595,932.53,1000.6,1044.1,126.32,789.17,407.29
1596,956.31,1086,1073.6,153.21,855.09,451.71
1597,1076.3,1196,1150.6,135.07,930,558.27
1598,1196.2,1306,1227.6,116.92,1004.9,664.82
1599,1315,1414,1305.9,101.96,1079.5,770.08
1600,1394,1454.6,1428.7,190.12,1143.5,833.32
1601,1473,1495.2,1551.6,278.27,1207.5,896.57
1602,1552,1535.9,1674.4,366.43,1271.5,959.81
1603,1604.6,1613,1796.9,435.04,1351.2,1009
1604,1648.9,1701.8,1919.4,497.49,1435.9,1053.7
1605,1693.2,1790.5,2041.9,559.93,1520.5,1098.4
1606,1716.1,1837.7,2064.5,619.31,1548.2,1126.1
1607,1717.5,1843.6,1987.3,675.62,1518.9,1136.7
1608,1719,1849.4,1910.2,731.93,1489.6,1147.3
1609,1707.7,1842.8,1847.2,767.84,1478.5,1147.7
1610,1656.4,1797.2,1829.2,739.15,1524.9,1115.6
1611,1605.1,1751.5,1811.1,710.47,1571.3,1083.6
1612,1553.8,1705.8,1793.1,681.78,1617.7,1051.5
1613,1561.4,1654.4,1764.5,671.15,1524.5,988.49
1614,1570.1,1602.9,1735.6,660.89,1428.4,924.8
1615,1578.9,1551.4,1706.8,650.63,1332.3,861.11
1616,1548.8,1568.8,1710.7,653.49,1278.1,859.29
1617,1503.6,1613.1,1727.4,661.44,1240.1,881.53
1618,1458.3,1657.4,1744,669.4,1202.2,903.77
1619,1431.5,1681.2,1751.4,681.12,1204.1,902.99
1620,1425.4,1681.8,1748.3,697.08,1251,876.26
1621,1419.4,1682.3,1745.2,713.05,1297.8,849.53
1622,1412.6,1671.4,1741.6,722.36,1328,829.76
1623,1403.3,1622,1736.5,709.44,1301.9,833.27
1624,1394.1,1572.6,1731.4,696.51,1275.9,836.78
1625,1384.8,1523.2,1726.2,683.58,1249.9,840.3
1626,1433.5,1569.8,1771.1,726.2,1301.1,880.33
1627,1483.3,1618.3,1817,769.96,1353.8,921.1
1628,1533.2,1666.9,1863,813.71,1406.5,961.88
1629,1581.3,1698.2,1872,836.53,1426.5,962.74
1630,1628.8,1723.4,1868.2,851.99,1434.9,949.57
1631,1676.4,1748.6,1864.3,867.46,1443.3,936.4
1632,1730.5,1805.4,1873.2,887.26,1477.2,958.36
1633,1790.8,1892.6,1894.2,911.22,1535.7,1014.1
1634,1851.2,1979.8,1915.3,935.18,1594.1,1069.8
1635,1886.1,2050.1,1952.2,966.3,1644.3,1123.2
1636,1855.5,2076.9,2029.8,1015.8,1673.2,1170.6
1637,1825,2103.7,2107.5,1065.3,1702.1,1218.1
1638,1797.5,2129,2182.9,1113.5,1730.8,1262.8
1639,1829,2127.4,2215.7,1137,1755.9,1253.7
1640,1860.5,2125.8,2248.4,1160.4,1781.1,1244.7
1641,1892,2124.1,2281.2,1183.9,1806.2,1235.6
1642,1962.7,2141.9,2295,1209.6,1820.1,1259.6
1643,2041.4,2163.7,2304.8,1235.9,1831.7,1290.4
1644,2120.1,2185.5,2314.6,1262.1,1843.2,1321.1
1645,2151.7,2227.1,2352.5,1286.4,1873.6,1368.4
1646,2151.8,2281.9,2409,1309.4,1916.6,1426.8
1647,2152,2336.7,2465.5,1332.4,1959.5,1485.1
1648,2164.2,2376.3,2520.7,1362.3,2015.2,1533.7
1649,2195.2,2392.2,2573.9,1403.1,2090.9,1567
1650,2226.3,2408.1,2627.2,1444,2166.7,1600.3
1651,2252,2426,2676.5,1477.7,2236.7,1638.5
1652,2253.6,2453,2708.2,1479.3,2280.9,1698.8
1653,2255.2,2480.1,2739.9,1480.9,2325.1,1759.1
1654,2256.9,2507.1,2771.6,1482.5,2369.3,1819.5
1655,2256.7,2516.8,2752.8,1523.1,2349.7,1815.6
1656,2256.4,2526.1,2732.4,1565,2328.2,1809.7
1657,2256.2,2535.3,2712,1606.9,2306.7,1803.8
1658,2225.2,2484,2633.7,1571.6,2253.5,1802.9
1659,2184.4,2413.7,2537.1,1512,2190.3,1803.4
1660,2143.6,2343.4,2440.4,1452.4,2127.1,1803.9
1661,2111,2302.5,2379.8,1433.9,2098.4,1818.8
1662,2084.7,2284.6,2347.4,1447.7,2096.7,1845
1663,2058.4,2266.7,2315.1,1461.6,2095.1,1871.1
1664,2040.8,2231.9,2274.5,1460.6,2088.7,1870.6
1665,2037.8,2168.2,2220.1,1434.3,2074.2,1824.8
1666,2034.8,2104.5,2165.6,1408,2059.7,1778.9
1667,2021.5,2046.4,2114.3,1376.9,2035.7,1740.2
1668,1957.5,2015,2078.4,1322.4,1965,1736.3
1669,1893.5,1983.7,2042.5,1268,1894.4,1732.5
1670,1829.6,1952.4,2006.5,1213.5,1823.7,1728.6
1671,1781.1,1851.7,1960.2,1142.5,1792.5,1720.4
1672,1733,1749.6,1913.7,1071.2,1762.1,1712.1
1673,1684.9,1647.6,1867.1,999.86,1731.8,1703.8
1674,1576.4,1595.9,1769.4,961.08,1640,1628.3
1675,1452.7,1556.7,1658.9,930.43,1532.9,1535.9
1676,1329,1517.6,1548.3,899.79,1425.8,1443.5
1677,1260.9,1469.1,1456.8,850.07,1347.5,1368.9
1678,1228.2,1414.6,1377.3,788.17,1287.6,1305.6
1679,1195.5,1360.1,1297.9,726.26,1227.8,1242.2
1680,1132.9,1295.7,1244.5,662.99,1152.3,1149.9
1681,1032.4,1218.7,1224.4,597.97,1056.8,1020.7
1682,931.95,1141.6,1204.4,532.95,961.35,891.45
1683,839.36,1071.9,1172.6,475.2,878.18,791.51
1684,769.3,1022.8,1107.7,438.15,830,774.96
1685,699.25,973.72,1042.8,401.09,781.82,758.4
1686,630.34,922.81,974.53,362.53,733.57,733.54
1687,573.05,853.41,872.27,308.73,684.59,624.74
1688,515.76,784.01,770,254.94,635.62,515.93
1689,458.46,714.61,667.74,201.14,586.64,407.12
1690,425.63,634.55,568.46,173.59,528.36,372.64
1691,394.93,553.57,469.44,148.32,469.27,344.62
1692,364.22,472.58,370.41,123.04,410.18,316.6
1693,347,441.22,319.12,139.75,360.63,275.31
1694,334.03,425.53,282.89,169.72,314.09,229.84
1695,321.06,409.85,246.66,199.68,267.54,184.37
1696,274.93,379.43,208.07,210.76,216.98,163.93
1697,206.68,339.19,167.9,209.23,163.74,160.17
1698,138.43,298.95,127.72,207.71,110.49,156.41
1699,82.048,254,91.686,180.13,86.649,141.38
1700,40.754,203.04,60.911,119.39,100.23,112
1701,-0.54059,152.08,30.136,58.65,113.81,82.613
1702,-31.045,101.62,8.0784,6.674,110.75,49.114
1703,-35.134,52.369,7.3653,-23.848,66.96,5.5352
1704,-39.224,3.1189,6.6523,-54.37,23.166,-38.044
1705,-39.279,-37.656,4.0891,-79.472,-15.066,-76.308
1706,-14.552,-26.366,-9.839,-71.276,-19.14,-81.922
1707,10.174,-15.075,-23.767,-63.08,-23.214,-87.537
1708,34.9,-3.7852,-37.695,-54.885,-27.287,-93.152
1709,47.69,4.7414,-59.484,-67.064,-10.654,-55.481
1710,60.48,13.268,-81.273,-79.244,5.9795,-17.81
1711,73.27,21.795,-103.06,-91.424,22.613,19.861
1712,55.497,44.209,-111.21,-81.101,14.189,53.322
1713,32.749,68.885,-117.13,-67.115,1.6856,86.098
1714,10,93.56,-123.06,-53.129,-10.818,118.87
1715,24.457,100.57,-77.879,-18.341,-5.9303,100.07
1716,53.382,100.71,-12.823,24.538,5.7198,61.212
1717,82.307,100.86,52.233,67.416,17.37,22.352
1718,94.641,86.78,78.913,60.953,35.248,0.18216
1719,95.447,62.82,78.924,20.201,57.455,-10.39
1720,96.252,38.86,78.935,-20.551,79.661,-20.963
1721,93.291,27.432,60.454,-45.713,69.604,-15.3
1722,85.907,30.715,20.263,-52.574,21.672,9.4209
1723,78.523,33.998,-19.928,-59.436,-26.259,34.142
1724,65.026,54.972,-35.962,-70.266,-41.133,61.895
1725,39.115,111.86,-2.9501,-89.155,11.108,95.803
1726,13.204,168.76,30.061,-108.04,63.349,129.71
1727,-6.3355,195.19,57.713,-116.54,93.015,147.84
1728,-1.9066,107.04,65.2,-85.917,37.759,106.6
1729,2.5224,18.883,72.687,-55.3,-17.498,65.371
1730,8.681,-60.339,81.408,-32.469,-65.275,35.179
1731,32.328,-49.261,102.61,-88.37,-37.43,116.63
1732,55.975,-38.183,123.8,-144.27,-9.5841,198.09
1733,79.623,-27.104,145,-200.17,18.261,279.54
1734,29.736,-13.62,82.149,-112.68,34.083,227.59
1735,-21.652,-0.086078,17.58,-22.27,49.659,172.91
1736,-73.04,13.448,-46.989,68.145,65.235,118.24
1737,-41.504,55.692,9.2159,30.639,103.22,78.036
1738,2.423,102.23,83.467,-25.982,144.56,39.999
1739,46.35,148.76,157.72,-82.602,185.9,1.9611
1740,52.191,137.69,163.02,-72.002,119.12,9.1467
1741,46.005,108.43,146.55,-40.173,18.199,30.613
1742,39.818,79.168,130.08,-8.3451,-82.721,52.08
1743,65.043,49.856,141.1,0.17953,-101.47,62.102
1744,106.45,20.518,166.29,-3.3008,-77.894,66.228
1745,147.86,-8.8199,191.47,-6.7811,-54.316,70.354
1746,131.73,-33.362,138.38,-7.2839,-50.055,63.007
1747,70.394,-54.135,23.793,-5.4471,-60.971,46.645
1748,9.0599,-74.908,-90.798,-3.6102,-71.888,30.283
1749,-27.802,-50.722,-146.21,0.050649,-82.776,17.037
1750,-37.069,24.165,-134.88,5.7685,-93.631,7.3051
1751,-46.335,99.051,-123.56,11.486,-104.49,-2.427
1752,-31.961,146.36,-90.737,10.849,-107.6,2.418
1753,20.984,148.66,-22.848,-0.15669,-98.092,31.047
1754,73.929,150.97,45.041,-11.162,-88.581,59.676
1755,107.84,155.92,109.3,-14.3,-66.592,82.772
1756,95.135,167.34,164.66,1.8263,-14.052,92.325
1757,82.434,178.76,220.02,17.953,38.488,101.88
1758,71.843,177.21,252.94,36.483,83.16,110.03
1759,69.693,123.74,196.08,64.633,96.363,112.59
1760,67.543,70.279,139.22,92.783,109.57,115.15
1761,68.086,19.987,85.835,120.21,121.15,117.26
1762,88.38,-7.0418,57.9,142.38,120.86,116.02
1763,108.68,-34.071,29.964,164.54,120.56,114.79
1764,127.16,-58.137,5.6445,184.85,119.35,113.82
1765,111.17,-25.911,50.019,169.95,100.72,118.03
1766,95.184,6.3151,94.393,155.05,82.097,122.23
1767,79.198,38.541,138.77,140.15,63.469,126.44
1768,70.082,46.042,116.31,93.858,45.424,140.14
1769,61.177,52.779,91.78,46.595,27.398,154.14
1770,52.273,59.516,67.253,-0.66823,9.371,168.14
1771,59.184,76.447,60.415,-7.8474,39.583,146.65
1772,67.852,94.511,55.543,-10.573,75.155,121.21
1773,76.519,112.57,50.67,-13.298,110.73,95.773
1774,93.149,99.2,63.321,-12.922,120.55,70.363
1775,111.29,79.836,79.31,-11.954,125.47,44.959
1776,129.44,60.473,95.299,-10.986,130.39,19.554
1777,122.07,87.395,4.2962,-37.296,110.57,23.138
1778,107.51,127.37,-116.88,-71.3,83.777,34.898
1779,86.037,148.29,-157.45,-115.62,65.521,26.682
1780,50.518,130.5,-34.332,-180.87,64.597,-22.093
1781,15,112.72,88.783,-246.13,63.673,-70.867
1782,-16.988,98.69,190.73,-301.07,60.225,-107.9
1783,-17.201,118.44,102.12,-263.14,34.053,-39.264
1784,-17.414,138.19,13.512,-225.21,7.8808,29.373
1785,-17.627,157.94,-75.094,-187.28,-18.291,98.009
1786,-42.169,176.25,-54.307,-205.44,-20.503,100.71
1787,-70.348,194.34,-17.174,-231.97,-19.136,93.554
1788,-98.526,212.43,19.96,-258.51,-17.768,86.4
1789,-134.98,133.2,-27.909,-250.81,-61.871,20.104
1790,-176.1,-0.76933,-123.59,-223.84,-131.55,-79.46
1791,-217.22,-134.74,-219.27,-196.87,-201.23,-179.02
1792,-184.71,-162.43,-239.14,-163.16,-192.02,-183.2
1793,-46.24,-37.158,-149.9,-119.74,-69.276,-50.119
1794,92.226,88.11,-60.668,-76.324,53.468,82.965
1795,186.34,173.14,3.7028,-47.261,142.48,185.69
1796,91.364,86.604,-37.931,-79.4,87.704,158.99
1797,-3.6105,0.071859,-79.566,-111.54,32.925,132.29
1798,-98.585,-86.461,-121.2,-143.68,-21.855,105.59
1799,-84.223,-33.997,-84.44,-117.44,-28.339,57.913
1800,-66.479,22.766,-45.256,-89.388,-33.329,9.5921
1801,-48.735,79.529,-6.0722,-61.339,-38.32,-38.729
1802,-66.738,50.283,-33.579,-31.351,-50.36,-38.558
1803,-96.028,-6.125,-82.147,-0.75113,-64.627,-23.072
1804,-125.32,-62.533,-130.71,29.849,-78.894,-7.5874
1805,-118.56,-93.15,-141.66,19.633,-118.21,-10.679
1806,-82.315,-102.67,-121.83,-23.977,-178.03,-28.969
1807,-46.067,-112.18,-102,-67.588,-237.85,-47.259
1808,-32.127,-120.7,-131.98,-107.83,-263.19,-70.668
1809,-61.492,-127.3,-258.64,-141.54,-221.61,-104.02
1810,-90.858,-133.89,-385.3,-175.25,-180.04,-137.36
1811,-108.55,-140.85,-475.56,-193.61,-140.79,-162.95
1812,-48.109,-150.24,-322.21,-109.24,-117.14,-136.61
1813,12.33,-159.62,-168.86,-24.871,-93.493,-110.28
1814,72.77,-169.01,-15.513,59.5,-69.845,-83.938
1815,72.917,-147.24,-62.108,30.937,-39.942,-46.712
1816,69.215,-123.49,-121.46,-4.8342,-9.6397,-8.7904
1817,65.513,-99.736,-180.82,-40.606,20.662,29.131
1818,9.2319,-101.48,-177.15,-12.173,30.807,19.492
1819,-65.523,-112.19,-151.34,38.819,33.868,-6.8568
1820,-140.28,-122.9,-125.53,89.81,36.93,-33.206
1821,-179.55,-113.81,-101.58,89.298,44.912,-58.885
1822,-188.6,-87.877,-79.204,44.914,57.087,-83.994
1823,-197.64,-61.939,-56.831,0.52957,69.262,-109.1
1824,-186.26,-28.815,-61.497,-14.021,58.513,-99.784
1825,-136.92,17.657,-116.38,26.835,5.1892,-26.525
1826,-87.575,64.129,-171.26,67.691,-48.134,46.733
1827,-41.295,85.346,-209.02,84.366,-92.678,100.23
1828,-9.9513,-16.745,-163.22,-17.022,-94.36,57.254
1829,21.392,-118.84,-117.42,-118.41,-96.042,14.276
1830,52.735,-220.93,-71.618,-219.8,-97.723,-28.701
1831,-42.227,-125.55,-55.528,-214.39,-68.431,-48.645
1832,-138.46,-28.18,-39.739,-207.91,-38.826,-68.356
1833,-234.7,69.191,-23.949,-201.43,-9.2207,-88.067
1834,-185.45,38.992,-57.55,-169.41,-12.169,-45.253
1835,-102.07,-21.13,-102.74,-131.39,-22.752,12.228
1836,-18.696,-81.253,-147.92,-93.383,-33.336,69.709
1837,-0.54632,-81.886,-121.8,-83.948,-34.361,70.9
1838,-20.706,-47.582,-53.789,-91.296,-29.772,39.032
1839,-40.866,-13.278,14.218,-98.645,-25.183,7.1638
1840,-48.702,-8.1009,18.133,-94.706,-27.019,-7.5624
1841,-42.07,-37.116,-53.188,-77.517,-36.396,-2.1658
1842,-35.439,-66.132,-124.51,-60.327,-45.774,3.2309
1843,-28.721,-82.783,-155.75,-69.068,-47.677,10.562
1844,-21.793,-69.163,-88.856,-141.29,-31.283,22.63
1845,-14.865,-55.544,-21.963,-213.52,-14.888,34.698
1846,-11.692,-48.008,27.958,-279.14,-0.080469,42.123
1847,-33.645,-81.182,-35.711,-300.6,4.1082,18.471
1848,-55.598,-114.36,-99.379,-322.05,8.2969,-5.1814
1849,-77.55,-147.53,-163.05,-343.51,12.486,-28.833
1850,-56.566,-53.763,-87.267,-194.3,19.955,15.287
1851,-34.253,43.93,-7.1739,-39.81,27.526,61.504
1852,-11.941,141.62,72.919,114.68,35.097,107.72
1853,-15.034,131.86,89.311,108.33,65.48,97.851
1854,-24.086,96.892,90.761,64.261,101.22,74.825
1855,-33.138,61.924,92.211,20.189,136.95,51.799
1856,-16.921,48.599,84.834,-31.043,143.9,54.001
1857,12.902,46.927,72.704,-86.131,135.35,69.787
1858,42.725,45.256,60.573,-141.22,126.79,85.574
1859,76.455,42.764,38.947,-141.31,110.4,93.408
1860,114.09,39.453,7.825,-86.418,86.163,93.29
1861,151.73,36.142,-23.297,-31.522,61.928,93.171
1862,153.48,43.147,-31.47,-1.9117,61.37,83.99
1863,91.442,68.492,1.1555,-17.253,102.9,58.697
1864,29.401,93.837,33.781,-32.595,144.43,33.404
1865,-18.578,99.783,62.242,-42.295,170.19,11.618
1866,-13.658,32.752,75.039,-30.774,136.61,3.0272
1867,-8.7378,-34.279,87.837,-19.254,103.02,-5.5634
1868,-0.72182,-93.266,100.74,-5.7395,69.78,-8.9333
1869,48.425,-45.399,115.12,34.255,41.045,57.058
1870,97.572,2.4691,129.5,74.249,12.31,123.05
1871,146.72,50.337,143.88,114.24,-16.424,189.04
1872,128.27,47.054,156.13,76.14,-16.464,191.91
1873,105.51,40.506,168.25,33.052,-14.672,190.75
1874,82.746,33.958,180.38,-10.037,-12.88,189.58
1875,69.346,57.429,157.07,30.869,29.141,174.24
1876,58.286,88.404,124.91,92.773,81.219,155.35
1877,47.226,119.38,92.75,154.68,133.3,136.45
1878,69.328,105.1,64.541,115.63,138.18,145.46
1879,107.76,68.521,38.279,26.862,119.82,168.22
1880,146.2,31.945,12.017,-61.906,101.46,190.97
1881,139.72,13.161,13.009,-67.258,84.896,173.06
1882,96.486,8.9325,36.299,-4.3587,69.791,121.87
1883,53.254,4.7043,59.589,58.54,54.686,70.678
