wavenumber,neuron-1 sub,neuron-2 sub,neuron-3 sub,neuron-4 sub,neuron-5 sub,neuron-6 sub
2336,-72.138,-181.5,-49.314,-49.698,33.373,-5.738
2337,-54.271,-141.41,-22.888,-27.178,35.199,-6.5518
2338,-36.403,-101.31,3.5381,-4.6573,37.026,-7.3656
2339,-47.623,-99.307,5.1814,-36.073,-21.074,-11.208
2340,-60.375,-99.307,5.5204,-70.328,-82.328,-15.21
2341,-69.857,-99.307,6.4603,-102.8,-119.64,-18.164
2342,-65.403,-99.307,9.9625,-127.66,-54.908,-16.648
2343,-60.949,-99.307,13.465,-152.52,9.8274,-15.132
2344,-58.924,-99.307,35.962,-124.26,53.012,-23.85
2345,-60.119,-99.307,83.639,-25.583,67.63,-46.135
2346,-61.315,-99.307,131.32,73.092,82.248,-68.421
2347,-48.616,-92.808,126.89,77.701,78.738,-43.479
2348,-29.379,-83.25,97.942,38.044,66.697,3.6881
2349,-10.142,-73.693,68.995,-1.6127,54.655,50.855
2350,-26.725,-73.024,27.123,-42.256,-40.145,36.904
2351,-46.005,-73.024,-15.721,-82.974,-141.18,18.353
2352,-62.515,-77.814,-47,-105.33,-215.69,-4.1464
2353,-66.405,-104.43,-25.593,-44.041,-169.44,-44.635
2354,-70.294,-131.04,-4.1854,17.248,-123.18,-85.124
2355,-59.852,-145.39,6.5356,41.37,-74.415,-110.74
2356,-31.17,-144.14,3.6558,18.189,-22.447,-117.41
2357,-2.4875,-142.89,0.77605,-4.9928,29.521,-124.09
2358,-0.5476,-112.67,0.53333,-4.072,-4.7163,-104.49
2359,-10.069,-70.021,1.4208,7.1784,-75.898,-73.645
2360,-19.59,-27.376,2.3083,18.429,-147.08,-42.795
2361,-24.626,-50.876,-34.73,-1.9199,-154.78,-39.488
2362,-29.475,-77.132,-73.349,-23.585,-159.83,-37.329
2363,-38.681,-102.66,-98.154,-36.178,-161.48,-29.535
2364,-62.473,-125.73,-76.709,-18.396,-151.73,-2.8754
2365,-86.264,-148.8,-55.265,-0.61367,-141.99,23.784
2366,-78.692,-148.81,-82.878,5.8402,-132.3,20.911
2367,-39.754,-125.75,-159.55,0.966,-122.69,-11.494
2368,-0.81691,-102.68,-236.22,-3.9082,-113.07,-43.9
2369,10.031,-94.391,-174.67,20.366,-48.681,-66.885
2370,12.488,-90.511,-71.847,53.346,32.07,-87.056
2371,14.197,-84.931,23.792,81.327,114.99,-103.32
2372,1.6988,-47.072,-17.162,14.316,239.17,-45.435
2373,-10.8,-9.2132,-58.116,-52.696,363.35,12.453
2374,-38.463,5.6845,-94.154,-86.828,371.67,37.603
2375,-96.914,-26.036,-120.21,-54.205,144.78,-3.7151
2376,-155.36,-57.757,-146.27,-21.582,-82.109,-45.033
2377,-146.03,-65.741,-159.39,-11.144,-132.69,-61.752
2378,-95.157,-59.176,-164.58,-14.303,-75.212,-63.392
2379,-44.281,-52.612,-169.77,-17.461,-17.732,-65.033
2380,-17.495,-56.113,-159.52,-30.879,-29.265,-35.917
2381,6.6141,-60.733,-147.56,-45.435,-48.467,-3.3834
2382,24.141,-66.932,-132.16,-54.443,-65.726,23.468
2383,13.609,-79.868,-102.08,-39.79,-74.705,26.093
2384,3.0766,-92.803,-71.998,-25.137,-83.684,28.718
2385,0.7531,-112.41,-75.546,-24.088,-81.334,25.766
2386,6.9736,-138.95,-114.09,-37.199,-67.192,17.009
2387,13.194,-165.49,-152.64,-50.309,-53.051,8.2517
2388,19.234,-153.62,-150.05,-87.002,-13.519,-13.205
2389,25.224,-130.91,-135.86,-130.35,33.174,-38.243
2390,26.425,-111.59,-122.94,-168.46,73.222,-65.093
2391,-27.442,-131.31,-124.72,-146.38,36.864,-112.77
2392,-81.309,-151.03,-126.49,-124.3,0.50496,-160.45
2393,-101.21,-138.68,-115.19,-99.836,-23.271,-170.76
2394,-67.979,-76.168,-83.443,-71.629,-27.365,-122.61
2395,-34.75,-13.659,-51.692,-43.423,-31.459,-74.454
2396,-26.286,-12.91,-31.271,-24.985,-52.894,-68.104
2397,-28.436,-38.631,-15.706,-10.733,-81.762,-79.67
2398,-30.647,-64.179,-0.95323,3.3292,-109.98,-91.421
2399,-38.936,-72.701,-66.589,-1.4506,-73.501,-121.55
2400,-47.225,-81.223,-132.22,-6.2303,-37.027,-151.67
2401,-56.281,-86.865,-163.97,-21.177,-7.6749,-163.76
2402,-66.967,-86.389,-123.71,-57.729,6.5428,-137.51
2403,-77.653,-85.914,-83.453,-94.28,20.761,-111.25
2404,-97.566,-116.54,-81.97,-101.88,-14.584,-92.004
2405,-122.67,-164.66,-102.3,-93.182,-77.807,-76.698
2406,-147.77,-212.78,-122.63,-84.488,-141.03,-61.392
2407,-122.84,-168.7,-144.85,-85.183,-156.5,-53.54
2408,-95.821,-120.78,-167.16,-86.269,-169.98,-46
2409,-73.993,-80.554,-160.95,-78.57,-176.91,-23.342
2410,-65.513,-60.106,-81.431,-48.282,-167,38.186
2411,-57.034,-39.658,-1.9126,-17.994,-157.09,99.714
2412,-48.748,-15.916,14.258,-6.9148,-100.96,112.26
2413,-40.587,9.9314,-10.073,-8.1166,-15.27,93.501
2414,-32.425,35.779,-34.403,-9.3185,70.415,74.737
2415,-53.147,26.052,-86.144,4.7763,70.638,94.225
2416,-75.713,14.054,-139.63,19.848,65.406,116.15
2417,-79.48,-5.9787,-165.31,14.073,58.885,105.32
2418,-32.421,-47.733,-115.77,-48.063,48.88,5.8891
2419,14.637,-89.487,-66.228,-110.2,38.875,-93.538
2420,12.852,-114.66,-44.688,-133.89,9.2168,-116.58
2421,-20.161,-129.23,-41.047,-133,-33.006,-90.774
2422,-53.174,-143.8,-37.407,-132.11,-75.229,-64.973
2423,-63.225,-84.177,-1.0192,-95.908,-62.168,31.539
2424,-72.067,-20.645,37.092,-57.852,-46.198,131.77
2425,-63.54,8.7919,46.712,-31.169,-42.059,176.68
2426,-12.485,-45.246,-13.42,-32.329,-66.887,86.127
2427,38.57,-99.284,-73.552,-33.49,-91.714,-4.4247
2428,76.594,-98.415,-73.125,13.325,-71.681,-30.631
2429,107.29,-66.66,-38.633,87.126,-26.413,-20.643
2430,137.99,-34.905,-4.1418,160.93,18.854,-10.656
2431,72.472,-14.876,4.7864,142.91,22.042,-13.187
2432,5.9855,5.0346,13.456,123.96,24.805,-15.845
2433,-45.378,2.8034,15.548,90.638,19.935,-15.771
2434,-68.655,-40.549,5.4246,30.617,0.88909,-10.625
2435,-91.933,-83.901,-4.6992,-29.404,-18.157,-5.4785
2436,-88.794,-73.291,-8.8622,-46.805,-30.659,-13.537
2437,-74.334,-39.555,-10.471,-45.941,-40.357,-27.255
2438,-60.656,-8.3264,-14.523,-44.861,-49.541,-39.539
2439,-59.215,-16.371,-56.863,-40.39,-50.68,-29.361
2440,-57.774,-24.416,-99.204,-35.919,-51.819,-19.182
2441,-63.693,-15.265,-124.63,-53.559,-34.607,-7.3129
2442,-79.368,16.68,-127.65,-100.51,6.9337,6.7988
2443,-95.042,48.625,-130.66,-147.46,48.474,20.911
2444,-99.782,69.095,-101.22,-135.86,70.076,44.252
2445,-101.62,86.514,-63.153,-108.7,86.378,70.047
2446,-97.605,93.406,-18.949,-73.313,102.61,84.38
2447,-62.909,45.031,57.481,5.2989,118.46,38.534
2448,-28.214,-3.3433,133.91,83.911,134.32,-7.3106
2449,-5.3779,-53.017,181.79,108.46,132.72,-28.918
2450,7.3554,-103.8,205.36,86.96,116.25,-29.878
2451,20.089,-154.58,228.93,65.458,99.777,-30.837
2452,12.688,-122.49,206.35,89.988,79.228,37.713
2453,3.5368,-83.198,179.76,118.52,58.324,112.31
2454,-8.415,-61.271,151.14,138.28,42.967,162.71
2455,-26.901,-79.864,117.77,137.55,40.552,156.67
2456,-45.387,-98.456,84.403,136.83,38.138,150.63
2457,-34.67,-96.884,18.865,56.497,-4.5625,115.26
2458,-10.209,-85.821,-61.811,-61.302,-66.221,66.083
2459,11.635,-75.265,-135.84,-172.24,-118.05,19.435
2460,-1.2763,-71.433,-121.61,-192.01,-39.262,6.3737
2461,-14.188,-67.601,-107.37,-211.78,39.524,-6.6879
2462,-40.511,-50.18,-86.247,-185.97,43.371,-16.736
2463,-82.579,-16.808,-57.036,-106.66,-40.755,-23.246
2464,-124.65,16.564,-27.825,-27.346,-124.88,-29.757
2465,-113.53,13.775,28.092,-3.5861,-95.308,-45.375
2466,-93.026,4.6046,88.721,10.37,-45.671,-62.601
2467,-54.6,12.894,136.94,32.711,-0.31648,-54.463
2468,37.593,73.566,147.91,80.201,32.191,29.769
2469,129.79,134.24,158.88,127.69,64.699,114
2470,168.81,134.6,176.76,197.79,90.718,139.56
2471,179.21,102.48,198.37,280.07,113.24,133.53
2472,187.44,67.077,218.03,353.83,133.37,126.67
2473,154.56,-30.76,200.82,265.63,107.92,104.21
2474,121.69,-128.6,183.61,177.43,82.46,81.746
2475,97.091,-141.35,153.33,124.08,84.346,68.985
2476,82.219,-54.234,107.72,111.64,118.33,67.616
2477,67.347,32.885,62.102,99.212,152.31,66.247
2478,64.49,59.259,44.061,111.97,119.73,92.7
2479,63.428,76.555,30.141,128.48,77.21,123.31
2480,60.605,75.941,21.098,118.8,33.376,146.06
2481,53.472,31.475,23.993,44.997,-13.67,149.57
2482,46.339,-12.99,26.889,-28.811,-60.716,153.09
2483,17.342,-31.302,38.045,-83.97,-54.282,123
2484,-21.026,-38.406,52.74,-131.14,-24.927,78.502
2485,-51.976,-39.613,69.73,-169.66,2.9022,37.719
2486,-33.282,-1.3589,102.08,-150.37,20.524,21.766
2487,-14.588,36.895,134.42,-131.08,38.146,5.8135
2488,16.358,73.209,145.31,-111.52,21.067,0.82898
2489,57.328,107.93,138.65,-91.745,-24.404,4.8184
2490,98.298,142.66,131.98,-71.968,-69.876,8.8079
2491,49.033,138.21,82.63,-39.47,-82.111,-38.887
2492,-2.0737,132.96,32.408,-6.7119,-93.668,-87.636
2493,-40.734,115.07,-10.236,3.9976,-93.387,-116.11
2494,-61.484,79.003,-41.976,-17.021,-76.073,-115.41
2495,-82.235,42.933,-73.716,-38.039,-58.759,-114.7
2496,-73.519,37.629,6.2928,-5.7943,-63.224,-68.524
2497,-59.191,38.184,107.59,36.596,-71.837,-13.683
2498,-52.473,23.955,153.79,66.805,-78.295,27.959
2499,-65.321,-28.29,58.341,65.691,-79.209,35.661
2500,-78.17,-80.535,-37.111,64.577,-80.123,43.364
2501,-56.329,2.5059,-79.171,67.047,-110.25,60.27
2502,-20.997,138.16,-100.47,70.911,-151.73,80.757
2503,18.225,234.46,-122.15,67.815,-172.06,100.34
2504,77.87,124.16,-145.88,28.18,-81.277,115.16
2505,137.52,13.868,-169.61,-11.456,9.502,129.98
2506,96.587,-29.083,-177.91,-52.757,29.736,96.741
2507,-33.53,-12.314,-172.52,-95.537,-12.588,20.884
2508,-163.65,4.4548,-167.14,-138.32,-54.912,-54.973
2509,-136.13,-22.043,-139.6,-187.99,-48.726,-51.275
2510,-69.211,-59.358,-106.53,-239.39,-30.413,-27.688
2511,-10.077,-91.553,-79.426,-285.77,-16.764,0.68009
2512,-40.506,-64.876,-120.93,-274.48,-56.763,84.035
2513,-70.936,-38.199,-162.43,-263.2,-96.761,167.39
2514,-74.508,-36.76,-208.55,-229.09,-108.74,211.14
2515,-28.203,-82.191,-263.22,-152.62,-68.693,181.36
2516,18.102,-127.62,-317.9,-76.155,-28.643,151.57
2517,20.381,-109.41,-284.43,-1.5125,-3.9237,111.21
2518,-3.1967,-53.825,-199.19,72.057,11.791,64.632
2519,-26.774,1.762,-113.96,145.63,27.506,18.058
2520,-31.389,50.985,-171.05,130.98,7.9664,61.808
2521,-34.354,99.656,-240.51,108.66,-14.639,113.41
2522,-28.566,122.83,-287.68,76.048,-39.286,137.51
2523,10.155,50.086,-250.96,4.6822,-71.607,58.149
2524,48.876,-22.658,-214.24,-66.684,-103.93,-21.216
2525,82.572,-23.876,-198.17,-86.23,-95.187,-49.406
2526,111.24,46.432,-202.75,-53.956,-45.38,-26.422
2527,139.92,116.74,-207.33,-21.682,4.4273,-3.438
2528,125.22,86.957,-144.42,-10.617,-52.645,20.916
2529,99.005,30.568,-63.581,-5.1903,-138.13,45.633
2530,67.671,-27.559,-1.1881,-10.312,-214.96,60.864
2531,-15.367,-103.26,-125.35,-122.09,-204.26,-19.83
2532,-98.406,-178.96,-249.51,-233.87,-193.56,-100.52
2533,-151.39,-196.5,-297.17,-263.62,-171.25,-126.3
2534,-157.38,-123.04,-225.17,-165.06,-130.78,-66.169
2535,-163.37,-49.591,-153.17,-66.505,-90.318,-6.0411
2536,-145.21,-72.129,-121.02,-32.068,-70.843,-40.146
2537,-116.21,-137.79,-106.78,-26.439,-60.8,-116.59
2538,-87.207,-203.46,-92.527,-20.811,-50.756,-193.03
2539,-67.9,-219.22,-38.841,-36.129,-117.41,-139.73
2540,-48.593,-234.97,14.845,-51.447,-184.07,-86.432
2541,-25.512,-225.01,39.288,-68.508,-204.17,-50.454
2542,6.374,-155.05,-4.5032,-89.633,-115.65,-54.89
2543,38.26,-85.078,-48.295,-110.76,-27.12,-59.327
2544,16.023,-80.457,-94.009,-106.79,-13.452,-102.05
2545,-39.387,-115.89,-140.9,-87.428,-45.664,-168.23
2546,-94.797,-151.32,-187.8,-68.07,-77.876,-234.41
2547,-20.912,-125.22,-188.03,-74.896,-60.811,-156.71
2548,62.705,-94.492,-184.75,-83.693,-40.036,-68.188
2549,110.9,-77.722,-186.93,-82.018,-22.953,3.4225
2550,52.846,-102.83,-205.46,-48.927,-16.947,24.285
2551,-5.2111,-127.94,-223.99,-15.837,-10.94,45.147
2552,-9.6226,-125.04,-196.38,-38.56,-24.586,40.744
2553,26.436,-101.02,-133.97,-103.39,-53.058,17.284
2554,62.494,-76.994,-71.559,-168.22,-81.53,-6.1773
2555,19.525,-149.09,-139.64,-167.34,-89.633,-24.69
2556,-32.224,-231.87,-222.22,-159.15,-95.474,-42.653
2557,-62.505,-282.33,-284.32,-132.78,-79.436,-44.768
2558,-16.673,-218.24,-273.81,-41.894,14.167,9.304
2559,29.158,-154.14,-263.3,48.988,107.77,63.376
2560,52.057,-80.931,-267.2,99.532,115.21,51.101
2561,56.936,-0.55981,-282.42,118.38,54.963,-13.304
2562,61.815,79.811,-297.64,137.23,-5.2884,-77.709
2563,52.338,60.029,-289.16,138.32,-50.154,-66.339
2564,41.087,27.869,-277.76,137.21,-93.118,-45.603
2565,26.742,-8.4092,-263.1,109.41,-135.13,-37.078
2566,2.0369,-58.473,-237.53,-7.7535,-173.94,-69.434
2567,-22.668,-108.54,-211.96,-124.92,-212.76,-101.79
2568,-17.073,-98.429,-170.36,-153.58,-182.94,-104.42
2569,11.379,-42.93,-116.67,-115.49,-101.34,-84.636
2570,39.832,12.57,-62.979,-77.392,-19.744,-64.849
2571,-1.1597,-17.155,-117.86,-85.594,-12.377,-65.593
2572,-49.019,-55.309,-183.48,-98.376,-12.351,-68.366
2573,-76.411,-76.782,-206.19,-94.623,-9.7724,-69.706
2574,-45.546,-50.779,-106.74,-43.812,0.072058,-66.963
2575,-14.682,-24.776,-7.297,6.9983,9.9165,-64.221
2576,27.058,6.7462,5.1702,15.438,6.3584,-67.498
2577,75.752,41.797,-37.971,-3.2116,-5.7687,-74.624
2578,124.45,76.848,-81.112,-21.861,-17.896,-81.749
2579,136.81,33.288,-85.604,19.743,-48.071,-101.72
2580,147.67,-13.547,-88.484,63.857,-78.998,-122.23
2581,136.65,-16.54,-66.371,88.311,-86.338,-110.63
2582,79.167,73.632,8.8543,70.984,-43.555,-30.794
2583,21.681,163.8,84.08,53.658,-0.77088,49.039
2584,-12.864,132.54,110.02,16.41,-25.586,56.569
2585,-36.613,44.138,112.77,-30.212,-82.211,30.074
2586,-59.009,-39.432,115.59,-75.034,-133.78,5.1053
2587,-48.936,-6.9569,120.15,-76.675,-63.932,16.747
2588,-38.863,25.518,124.71,-78.315,5.9139,28.388
2589,-19.508,61.693,139.57,-63.986,54.16,39.008
2590,13.202,103.19,169.23,-26.677,71.322,48.157
2591,45.913,144.69,198.9,10.632,88.484,57.306
2592,16.004,144.36,122.6,41.998,80.722,42.598
2593,-31.568,132.24,16.406,71.688,65.929,21.16
2594,-73.034,118.08,-66.217,96.148,49.821,1.7473
2595,-79.903,92.464,-15.294,90.975,26.261,-6.1874
2596,-86.771,66.843,35.629,85.802,2.7014,-14.122
2597,-55.742,74.939,58.844,49.281,25.341,-7.6012
2598,10.27,114.16,56.481,-16.174,90.627,12.263
2599,76.282,153.38,54.119,-81.63,155.91,32.128
2600,110.45,103.91,73.252,15.053,122.85,28.951
2601,141.08,44.579,94.774,129.75,78.864,23.213
2602,147.69,-17.286,87.924,203.76,26.412,25.168
2603,92.525,-85.674,8.1175,173.15,-47.806,46.905
2604,37.361,-154.06,-71.689,142.53,-122.02,68.641
2605,26.129,-161.12,-83.972,119.27,-130.33,49.572
2606,36.536,-137.98,-62.996,99.624,-106.18,10.403
2607,44.782,-110.99,-39.784,77.205,-82.826,-25.65
2608,19.181,-23.89,18.478,11.286,-71.887,-12.895
2609,-6.4195,63.211,76.739,-54.633,-60.948,-0.13936
2610,-17.037,114.94,126.16,-56.743,-29.059,-4.3479
2611,-9.3401,123.42,164.77,19.135,28.435,-29.29
2612,-1.6436,131.9,203.38,95.013,85.93,-54.232
2613,-11.896,116.19,150.15,54.45,44.28,-74.104
2614,-25.567,95.858,79.428,-8.2923,-16.255,-93.01
2615,-23.352,73.231,25.405,-38.423,-44.501,-97.875
2616,29.169,43.327,24.258,34.719,29.504,-58.28
2617,81.69,13.424,23.112,107.86,103.51,-18.684
2618,105.44,31.329,52.705,98.351,98.037,8.4138
2619,113.02,76.128,99.588,42.352,47.861,28.482
2620,118.68,116.22,142.13,-14.473,-1.0795,47.534
2621,78.51,43.433,80.409,-91.091,-20.353,42.21
2622,38.342,-29.358,18.691,-167.71,-39.626,36.886
2623,22.471,-77.678,-11.468,-172.89,-43.968,27.278
2624,36.296,-96.091,-3.0565,-90.767,-30.061,12.435
2625,50.121,-114.5,5.3555,-8.642,-16.154,-2.4092
2626,65.679,-173.02,-20.624,-28.416,-26.866,-34.548
2627,81.519,-238.07,-52.202,-64.778,-41.585,-69.501
2628,86.415,-269.35,-66.31,-97.299,-55.308,-103.96
2629,61.72,-209.32,-33.186,-119.44,-66.337,-137.09
2630,37.026,-149.29,-0.061558,-141.57,-77.366,-170.21
2631,46.742,-73.202,-12.84,-89.316,-42.858,-146.65
2632,71.917,10.109,-46.241,-3.635,12.11,-97.623
2633,88.486,78.709,-75.692,67.663,50.136,-58.604
2634,35.427,28.279,-73.181,22.589,-48.908,-100.56
2635,-17.633,-22.151,-70.669,-22.485,-147.95,-142.52
2636,-47.458,-43.027,-59.639,-59.944,-162.84,-160.49
2637,-56.679,-37.694,-41.054,-90.651,-103.1,-157.19
2638,-65.9,-32.36,-22.47,-121.36,-43.352,-153.89
2639,-37.433,-37.907,-83.877,-191.21,-94.827,-151.02
2640,-6.9814,-44.026,-149.49,-263.13,-152.16,-148.17
2641,10.997,-51.751,-157.09,-295.26,-187.49,-122.69
2642,8.6242,-62.096,-70.034,-262.45,-186.95,-60.259
2643,6.2516,-72.441,17.025,-229.65,-186.4,2.1664
2644,-28.012,-68.65,-6.2408,-188.55,-147.88,-1.5949
2645,-69.755,-61.543,-55.386,-145.52,-100.45,-20.882
2646,-96.621,-57.849,-93.09,-110.05,-60.863,-20.955
2647,-78.852,-64.393,-96.474,-97.309,-44.785,36.613
2648,-61.083,-70.936,-99.857,-84.566,-28.707,94.181
2649,-56.236,-41.071,-72.255,-54.16,-65.118,81.579
2650,-57.195,5.1515,-30.732,-15.819,-125.11,37.451
2651,-56.846,38.351,6.2533,9.9008,-172.16,-4.7436
2652,-47.745,-15.603,12.874,-48.84,-132.56,-34.007
2653,-38.644,-69.557,19.495,-107.58,-92.966,-63.269
2654,-26.627,-113.04,-4.0857,-120.69,-82.513,-107.85
2655,-12.409,-148.64,-50.45,-99.367,-94.046,-163.99
2656,1.2277,-182.99,-95.623,-78.607,-105.72,-217.74
2657,-13.562,-156.88,-82.444,-85.313,-124.43,-154.73
2658,-28.351,-130.77,-69.264,-92.02,-143.13,-91.718
2659,-15.754,-110.97,-94.082,-111.63,-133.8,-67.417
2660,27.725,-98.275,-161.75,-145.79,-92.859,-86.769
2661,71.204,-85.58,-229.41,-179.94,-51.917,-106.12
2662,41.215,-110.29,-190.11,-94.827,-47.861,-113.67
2663,5.6958,-137.81,-142.76,-0.73425,-46.581,-120.33
2664,9.4467,-138.47,-74.84,45.332,-35.057,-98.367
2665,77.27,-95.288,26.646,13.037,-6.8186,-29.715
2666,145.09,-52.11,128.13,-19.257,21.419,38.938
2667,69.144,-5.8735,27.378,-28.997,8.4749,19.288
2668,-34.19,40.945,-111.9,-34.441,-12.314,-17.182
2669,-102.96,60.657,-179.08,-21.363,-21.51,-46.44
2670,-94.785,20.035,-85.797,32.941,-4.9021,-59.647
2671,-86.614,-20.587,7.4847,87.245,11.706,-72.855
2672,-35.188,-30.834,40.001,3.0545,41.369,-80.248
2673,29.159,-32.008,54.367,-122.5,74.933,-85.904
2674,71.44,-38.932,49.722,-206.59,98.734,-85.684
2675,43.849,-64.062,-15.125,-159.36,91.622,-66.854
2676,16.257,-89.192,-79.972,-112.13,84.509,-48.024
2677,1.3994,-53.55,-26.587,-89.644,44.342,-41.065
2678,-8.506,5.7252,72.776,-76.787,-8.6795,-38.721
2679,-8.275,63.968,147.45,-59.917,-48.423,-38.206
2680,35.169,117.81,116.9,-25.939,-31.562,-45.484
2681,78.613,171.65,86.341,8.0392,-14.701,-52.761
2682,78.374,150.01,57.433,-2.9147,-13.949,-45.336
2683,56.62,91.198,29.337,-35.999,-21.131,-30.669
2684,35.455,41.531,-0.89811,-55.987,-23.615,-20.103
2685,17.632,43.714,-43.253,-1.762,0.52488,-32.782
2686,-0.19106,45.898,-85.607,52.463,24.665,-45.461
2687,-14.352,61.775,-95.653,117.04,36.109,-55.817
2688,-26.453,85.356,-87.526,187.45,40.411,-64.868
2689,-30.809,111.9,-76.616,249.02,47.418,-69.478
2690,16.661,158.28,-47.087,251.43,72.526,-44.377
2691,64.131,204.65,-17.557,253.83,97.633,-19.277
2692,88.977,224.78,8.3198,213.66,83.518,-9.8131
2693,99.957,228.81,31.958,147.4,45.362,-9.9337
2694,114.07,235.07,54.281,90.688,13.461,-5.3755
2695,153.54,259.39,65.961,111.31,32.157,37.039
2696,193.01,283.71,77.642,131.93,50.853,79.453
2697,197.13,296.24,104.09,191.77,73.016,76.435
2698,178.65,301.24,139.97,276.68,97.396,44.372
2699,164.65,308.46,174.98,357.62,123.54,16.875
2700,187.03,333.64,202.93,406.47,163.97,26.325
2701,209.4,358.81,230.87,455.33,204.39,35.774
2702,227.49,356.27,232.53,461.71,242.65,59.419
2703,242.96,336.75,218.07,442.06,279.59,91.765
2704,256.88,321.94,203.71,432,311.1,124.2
2705,260.47,338.65,190.07,486.17,306.32,157.24
2706,264.06,355.36,176.42,540.34,301.54,190.27
2707,292.32,405.13,233.76,577.86,303.85,204.52
2708,334.47,473.48,331.04,606,310.15,208.2
2709,375.72,537.5,406.94,640.08,323.89,222.16
2710,411.91,576.94,361.74,707.73,379.83,294.36
2711,448.11,616.37,316.53,775.38,435.76,366.56
2712,439.38,618.01,318.13,835.13,456.03,370.22
2713,408.53,601.05,342.77,890.97,458.75,340.13
2714,398.36,583.6,369.23,935.37,465.06,314.44
2715,476.39,564.1,403.44,930.96,486.69,307.51
2716,554.42,544.6,437.65,926.54,508.33,300.58
2717,537.95,530.03,471.62,909.87,544.59,290.3
2718,482.88,517.46,505.49,888.19,586.82,278.65
2719,460.67,529.29,527.44,870.18,610.27,282.42
2720,542.52,618.33,511.63,863.81,574.23,335.03
2721,624.36,707.37,495.82,857.43,538.2,387.63
2722,621.51,688.83,549.87,903.76,547.24,432.96
2723,593.35,638.15,624.78,965.84,569.75,476.12
2724,575.15,617.62,675.58,998.65,589.3,502.89
2725,580.19,667.44,670.1,963.18,601.95,491.39
2726,585.23,717.25,664.63,927.72,614.6,479.9
2727,599.53,730.4,612.52,936.65,646.86,450.69
2728,615.6,736.57,551.53,954.04,682.86,418.11
2729,622.76,717.62,538.53,952.83,692.6,396.66
2730,615.4,657.68,603.83,921.27,659.53,393.38
2731,608.05,597.75,669.13,889.71,626.45,390.1
2732,583.32,617.64,679.45,804.43,632.63,373.27
2733,557.09,644.48,684.98,714.48,642.22,355.26
2734,537.52,644.02,666.19,649.3,645.94,348.9
2735,525.77,611.5,618.84,613.19,642.77,356.2
2736,514.53,578.85,571.76,577.66,639.43,363.52
2737,554.64,532.61,552.34,599.45,619.62,372.18
2738,594.75,486.38,532.92,621.25,599.82,380.84
2739,616,497.68,517.73,616.99,587.53,381.06
2740,623.02,552.39,505.73,593.09,580.9,374.89
2741,621.43,598.23,494.11,570.65,572.21,371.75
2742,556.7,579.08,485.34,558.95,548.45,390.82
2743,491.96,559.92,476.57,547.25,524.68,409.88
2744,459.96,530.28,456.58,505.46,535.13,385.01
2745,443.36,495.7,431.31,449.52,561.67,339.46
2746,422.75,455.12,412.57,409.05,579.88,308.78
2747,389.44,395.58,414.52,417.54,571.72,325.16
2748,356.12,336.04,416.47,426.03,563.55,341.54
2749,326.9,364.49,380.54,405.72,475.25,323.52
2750,298.7,414.92,335.13,378.21,366.91,296.89
2751,316.24,451.95,312.51,371.62,337.58,271.46
2752,411.67,466.15,328.69,400.67,442.75,248.06
2753,507.11,480.35,344.87,429.72,547.93,224.67
2754,487.77,454.76,315.53,391.1,478.7,235.86
2755,461.11,426.62,283.29,348.16,398.33,249.26
2756,432.9,401.76,279.16,309.18,368.33,261.6
2757,403.25,379.91,300.97,273.87,384.83,272.98
2758,370.75,359.33,315.17,237.67,399.92,279.77
2759,309.46,351.55,252.39,192.54,400.78,240.19
2760,248.17,343.78,189.61,147.4,401.65,200.61
2761,253.89,333.7,161.3,131.98,385.86,202.52
2762,292.62,322.49,149.96,131.19,361.87,224.86
2763,333.53,330.26,157.29,133.45,348.13,243.55
2764,380.64,392.03,217.74,144.4,363.59,251.87
2765,427.74,453.81,278.18,155.34,379.05,260.19
2766,387.27,469.94,240.39,129.08,378,241.12
2767,330.12,477.37,183.87,95.734,373.81,216.84
2768,287.44,441.65,140.06,76.42,358.43,192.27
2769,263.93,348.71,113.08,75.707,328.22,167.32
2770,240.65,257.6,87.023,74.763,298.2,143.49
2771,224.87,225.41,90.8,66.353,274.55,156.05
2772,209.08,193.21,94.577,57.942,250.89,168.61
2773,207.28,196.95,107.15,62.398,231.46,171.28
2774,214.05,222.71,125.11,74.74,214.61,167.91
2775,220.53,246.09,136.31,85.26,197.06,155.92
2776,226.02,261.02,123.48,89.318,177.05,113.43
2777,231.5,275.96,110.65,93.375,157.03,70.931
2778,184.02,241.72,108.04,47.469,143.76,54.516
2779,124.92,196.69,107.66,-9.4058,131.96,43.824
2780,87.565,145.1,109.08,-34.801,120.07,57.471
2781,79.035,84.823,112.87,-18.467,108.05,103.38
2782,71.481,26.481,113.5,-1.5811,99.587,147.77
2783,87.352,14.581,38.051,28.568,176.32,155.82
2784,103.22,2.6807,-37.395,58.717,253.06,163.87
2785,89.311,-7.6886,-62.843,54.627,248.72,166.68
2786,59.36,-17.233,-61.37,32.099,200.72,166.67
2787,39.415,-18.769,-36.913,21.575,122.21,154.35
2788,46.523,1.3497,49.686,43.501,-38.771,108.75
2789,53.63,21.469,136.29,65.428,-199.75,63.153
2790,35.606,87.754,94.914,42.103,-123.62,3.8636
2791,14.475,159.74,37.725,13.185,-18.178,-57.117
2792,3.2095,135.74,-11.611,-31.282,22.172,-59.397
2793,1.4222,19.515,-53.403,-90.688,-0.017585,-5.2774
